-50.0,-50.0,-21.33333333333332,-216.0,-0.04687500000000003,-0.004629629629629629
-48.0,-50.0,-21.52532937465206,-216.7006865837818,-0.04645689655172416,-0.004614660044528172
-46.0,-50.0,-21.70122069366401,-217.43848091455143,-0.046080357142857166,-0.00459900196043486
-44.0,-50.0,-21.85792349726775,-218.21493624772313,-0.04575000000000003,-0.004582637729549249
-42.0,-50.0,-21.991964474518916,-219.03150771833367,-0.04547115384615387,-0.004565553195597606
-40.0,-50.0,-22.099447513812144,-219.88950276243094,-0.04525000000000002,-0.0045477386934673365
-38.0,-50.0,-22.176022176022165,-220.79002079002078,-0.04509375000000002,-0.004529190207156309
-36.0,-50.0,-22.216855831924644,-221.7338807051437,-0.045010869565217416,-0.004509910694837726
-34.0,-50.0,-22.21661196667507,-222.7215349659177,-0.04501136363636366,-0.004489911584674677
-32.0,-50.0,-22.169437846397457,-223.75296912114015,-0.04510714285714287,-0.004469214437367303
-30.0,-50.0,-22.06896551724137,-224.82758620689654,-0.04531250000000002,-0.004447852760736197
-28.0,-50.0,-21.908330931104054,-225.94407610262323,-0.04564473684210529,-0.00442587394743557
-26.0,-50.0,-21.68021680216801,-227.10027100271003,-0.04612500000000002,-0.004403341288782816
-24.0,-50.0,-21.376925495127306,-228.2929896259038,-0.04677941176470591,-0.004380335995593501
-22.0,-50.0,-20.990488684814682,-229.51787471302066,-0.04764062500000003,-0.004356959131180337
-20.0,-50.0,-20.512820512820504,-230.76923076923077,-0.04875000000000002,-0.004333333333333333
-18.0,-50.0,-19.935920256318965,-232.03987184051263,-0.05016071428571431,-0.0043096041730592205
-16.0,-50.0,-19.252128841169927,-233.3209922251018,-0.05194230769230772,-0.004285940971120279
-14.0,-50.0,-18.45444059976931,-234.60207612456747,-0.05418750000000003,-0.004262536873156342
-12.0,-50.0,-17.53686727779991,-235.87086488640892,-0.05702272727272731,-0.004239607975667455
-10.0,-50.0,-16.49484536082473,-237.11340206185568,-0.06062500000000005,-0.004217391304347826
-8.0,-50.0,-15.325670498084278,-238.31417624521072,-0.06525000000000006,-0.004196141479099679
-6.0,-50.0,-14.028934677772893,-239.4563787812363,-0.07128125000000007,-0.004176125961186378
-4.0,-50.0,-12.606933813597466,-240.5222872579919,-0.07932142857142865,-0.004157618869337327
-1.9999999999999998,-50.0,-11.06500691562931,-241.49377593360995,-0.09037500000000011,-0.004140893470790378
2.220446049250313e-16,-50.0,-9.41176470588234,-242.35294117647058,-0.10625000000000014,-0.00412621359223301
2.0,-50.0,-7.659167065581606,-243.0828147438966,-0.1305625000000002,-0.004113824340291453
4.0,-50.0,-5.822416302765635,-243.66812227074234,-0.17175000000000037,-0.004103942652329749
6.0,-50.0,-3.91964723174913,-244.09603135717785,-0.2551250000000008,-0.004096748293857888
8.0,-50.0,-1.9714144898964885,-244.35682602267127,-0.5072500000000032,-0.0040923759580476
10.0,-50.0,1.2246467991473532e-14,-244.44444444444446,81656196765976.84,-0.00409090909090909
12.0,-50.0,1.971414489896513,-244.35682602267127,0.5072499999999969,-0.0040923759580476
14.0,-50.0,3.919647231749155,-244.09603135717785,0.2551249999999992,-0.004096748293857888
16.0,-50.0,5.82241630276566,-243.66812227074234,0.17174999999999963,-0.004103942652329749
18.0,-50.0,7.659167065581631,-243.0828147438966,0.13056249999999978,-0.004113824340291453
20.0,-50.0,9.411764705882366,-242.35294117647058,0.10624999999999986,-0.00412621359223301
22.0,-50.0,11.065006915629334,-241.49377593360995,0.0903749999999999,-0.004140893470790378
24.0,-50.0,12.606933813597491,-240.5222872579919,0.07932142857142849,-0.004157618869337327
26.0,-50.0,14.028934677772918,-239.4563787812363,0.07128124999999993,-0.004176125961186378
28.0,-50.0,15.325670498084303,-238.31417624521072,0.06524999999999995,-0.004196141479099679
30.0,-50.0,16.49484536082475,-237.11340206185568,0.06062499999999997,-0.004217391304347826
32.0,-50.0,17.53686727779993,-235.87086488640892,0.05702272727272724,-0.004239607975667455
