2.891360000000000152e+00,2.891360000000000152e+00,-1.400263179354837817e+01,-1.706599975483870821e+02,0.000000000000000000e+00
5.782709999999999795e+00,2.891360000000000152e+00,-1.895700455380579186e+01,-1.687312034120734268e+02,0.000000000000000000e+00
8.674070000000000391e+00,2.891360000000000152e+00,-2.033738472990777524e+01,-1.702738469301713451e+02,0.000000000000000000e+00
1.156542999999999921e+01,2.891360000000000152e+00,-2.042636745649260988e+01,-1.690476966800536047e+02,0.000000000000000000e+00
1.445678000000000019e+01,2.891360000000000152e+00,-2.279332446666664680e+01,-1.675985012533333816e+02,0.000000000000000000e+00
1.734814000000000078e+01,2.891360000000000152e+00,-2.546123071801564208e+01,-1.668438062140993168e+02,0.000000000000000000e+00
2.023948999999999998e+01,2.891360000000000152e+00,-2.606864301935483752e+01,-1.657091275483869310e+02,0.000000000000000000e+00
2.313084999999999880e+01,2.891360000000000152e+00,-2.976848398701297072e+01,-1.623509507792205966e+02,0.000000000000000000e+00
2.602221000000000117e+01,2.891360000000000152e+00,-2.922034769987704905e+01,-1.588131706888068493e+02,0.000000000000000000e+00
2.891356000000000037e+01,2.891360000000000152e+00,-3.493448002496875660e+01,-1.547720441323345426e+02,0.000000000000000000e+00
3.180491999999999919e+01,2.891360000000000152e+00,-3.370807078787873934e+01,-1.561184504606062262e+02,0.000000000000000000e+00
3.469628000000000156e+01,2.891360000000000152e+00,-3.175179291617473254e+01,-1.579863145926801451e+02,0.000000000000000000e+00
3.758762999999999721e+01,2.891360000000000152e+00,-3.232456529761906694e+01,-1.559068572023809054e+02,0.000000000000000000e+00
4.047899000000000314e+01,2.891360000000000152e+00,-3.631260477647055041e+01,-1.568913433764706440e+02,0.000000000000000000e+00
4.337035000000000196e+01,2.891360000000000152e+00,-2.862817672055427920e+01,-1.596746382909929309e+02,0.000000000000000000e+00
4.626169999999999760e+01,2.891360000000000152e+00,-2.517160527644230328e+01,-1.598400518629808573e+02,0.000000000000000000e+00
4.915306000000000353e+01,2.891360000000000152e+00,-2.298910538740918597e+01,-1.599644260411623691e+02,0.000000000000000000e+00
5.204442000000000235e+01,2.891360000000000152e+00,-2.524328288029923328e+01,-1.654937764463840608e+02,0.000000000000000000e+00
5.493576999999999799e+01,2.891360000000000152e+00,-2.386436206724781783e+01,-1.601583058655043317e+02,0.000000000000000000e+00
5.782712999999999681e+01,2.891360000000000152e+00,-3.151509147096771102e+01,-1.564984459483871433e+02,0.000000000000000000e+00
6.071847999999999956e+01,2.891360000000000152e+00,-3.349139139037432500e+01,-1.570231177139038152e+02,0.000000000000000000e+00
6.360983999999999838e+01,2.891360000000000152e+00,-2.693391104166665784e+01,-1.419400424255954078e+02,0.000000000000000000e+00
6.650119999999999720e+01,2.891360000000000152e+00,-3.244410819935693979e+01,-1.327799419453375265e+02,0.000000000000000000e+00
6.939254999999999995e+01,2.891360000000000152e+00,-3.223038745000001626e+01,-1.225921638833334697e+02,0.000000000000000000e+00
7.228391000000000588e+01,2.891360000000000152e+00,-1.629880897920603999e+01,-1.124212494139887184e+02,0.000000000000000000e+00
7.517526999999999759e+01,2.891360000000000152e+00,-1.416579621848739201e+01,-9.328007781512609142e+01,0.000000000000000000e+00
7.806662000000000035e+01,2.891360000000000152e+00,-2.223708684090908605e+01,-7.579026238636359381e+01,0.000000000000000000e+00
8.095798000000000627e+01,2.891360000000000152e+00,-1.730901473684211211e+01,-7.204125553775745061e+01,0.000000000000000000e+00
8.384933999999999799e+01,2.891360000000000152e+00,-1.909927868105514648e+01,-6.604438750599518926e+01,0.000000000000000000e+00
8.674069000000000074e+01,2.891360000000000152e+00,-1.376603237209303110e+01,-5.765737606976744445e+01,0.000000000000000000e+00
8.963205000000000666e+01,2.891360000000000152e+00,1.785826109660612337e-01,-5.561508926892948779e+01,0.000000000000000000e+00
9.252340999999999838e+01,2.891360000000000152e+00,5.039756613333334911e+00,-3.777647648000002789e+01,0.000000000000000000e+00
9.541476000000000113e+01,2.891360000000000152e+00,-8.117493010471200421e+00,-3.734437787958118093e+01,0.000000000000000000e+00
9.830612000000000705e+01,2.891360000000000152e+00,6.522723885869566196e+00,-4.625840451086951077e+01,0.000000000000000000e+00
1.011974699999999956e+02,2.891360000000000152e+00,-5.220855942408377359e+00,-4.446068358638741813e+01,0.000000000000000000e+00
1.040888300000000015e+02,2.891360000000000152e+00,-9.528099237057213955e+00,-5.092087566757489725e+01,0.000000000000000000e+00
1.069801899999999932e+02,2.891360000000000152e+00,-1.241969215686272721e+00,-5.720203176470587891e+01,0.000000000000000000e+00
1.098715399999999960e+02,2.891360000000000152e+00,-1.631192404466501600e+01,-4.876853481389576217e+01,0.000000000000000000e+00
1.127629000000000019e+02,2.891360000000000152e+00,-6.939194430693061300e+00,-5.190178945544555233e+01,0.000000000000000000e+00
1.156542599999999936e+02,2.891360000000000152e+00,2.987949879807691556e+00,-6.135958709134616385e+01,0.000000000000000000e+00
1.185456099999999964e+02,2.891360000000000152e+00,1.279631541666667083e+01,-5.338097346354161488e+01,0.000000000000000000e+00
1.214369700000000023e+02,2.891360000000000152e+00,4.925205515463916939e+00,-5.463577536082473785e+01,0.000000000000000000e+00
1.243283299999999940e+02,2.891360000000000152e+00,8.675334530120480281e+00,-5.156010850602407913e+01,0.000000000000000000e+00
1.272196799999999968e+02,2.891360000000000152e+00,-3.303632157772625977e+00,-4.911370819025520973e+01,0.000000000000000000e+00
1.301110400000000027e+02,2.891360000000000152e+00,1.931032488687785209e+00,-4.655003144796376802e+01,0.000000000000000000e+00
1.330023999999999944e+02,2.891360000000000152e+00,3.236521313559323154e+00,-6.685165588983056750e+01,0.000000000000000000e+00
1.358937500000000114e+02,2.891360000000000152e+00,2.010354929184551409e+01,-7.577656650214593981e+01,0.000000000000000000e+00
1.387851100000000031e+02,2.891360000000000152e+00,1.842264423507460336e+01,-8.826408826492530579e+01,0.000000000000000000e+00
1.416764599999999916e+02,2.891360000000000152e+00,1.346089846880907714e+01,-1.133164075236295503e+02,0.000000000000000000e+00
1.445678200000000118e+02,2.891360000000000152e+00,2.191921545302014351e+01,-1.184292025838928737e+02,0.000000000000000000e+00
1.474591800000000035e+02,2.891360000000000152e+00,1.798103761904757647e+01,-1.223119360028860569e+02,0.000000000000000000e+00
1.503505299999999920e+02,2.891360000000000152e+00,1.644529139889197467e+01,-1.330259246675901466e+02,0.000000000000000000e+00
1.532418900000000122e+02,2.891360000000000152e+00,1.862845122265121844e+01,-1.261578253796656242e+02,0.000000000000000000e+00
2.891360000000000152e+00,5.782709999999999795e+00,-1.307671945222930177e+01,-1.771146321146497939e+02,0.000000000000000000e+00
5.782709999999999795e+00,5.782709999999999795e+00,-1.552832582655826954e+01,-1.778617040921410251e+02,0.000000000000000000e+00
8.674070000000000391e+00,5.782709999999999795e+00,-1.714178093053734031e+01,-1.770707443250326207e+02,0.000000000000000000e+00
1.156542999999999921e+01,5.782709999999999795e+00,-1.848569401907354148e+01,-1.755619783651226555e+02,0.000000000000000000e+00
1.445678000000000019e+01,5.782709999999999795e+00,-1.994990125000000702e+01,-1.767564055138889501e+02,0.000000000000000000e+00
1.734814000000000078e+01,5.782709999999999795e+00,-2.068262366533865304e+01,-1.750079574501989441e+02,0.000000000000000000e+00
2.023948999999999998e+01,5.782709999999999795e+00,-2.237584819010412573e+01,-1.758093206510417588e+02,0.000000000000000000e+00
2.313084999999999880e+01,5.782709999999999795e+00,-2.339780280970623849e+01,-1.723858408173693135e+02,0.000000000000000000e+00
2.602221000000000117e+01,5.782709999999999795e+00,-2.596361849264703636e+01,-1.696770449142155996e+02,0.000000000000000000e+00
